Username,Timestamp,Events,Time Spent,Time Helped,TA who helped,Time Helped,Time Waited,Notes
257,20171009,HW5,30,For hw5_part1; I think I have the general code that searches for the letter; but I don  t think I have the function done correctly,watermelon,10/9/17 10:22,10:22:59,"explained concept of first get user input; then call functions""; clarified hw5p1"""
257,20171009,HW/Project,15,For part 1; I am trying to figure out what sort of code to use to ignore uppercase and lowercase letters,watermelon,10/9/17 11:11,11:11:27,explained lower() and why/how to use
396,20171009,HW/Project,30,part2 not sure how to get the word from the phrase,watermelon,10/9/17 11:22,11:22:09,walked through part2 looping
242,20171009,Lab6,90,My list is not updating correctly;,berry,10/9/17 12:31,12:31:31,needed to cast to a int; FINISHED LAB &showed to me told to contact their TA
130,20171009,HW5,60,hw5; pt1; I need help storing the number of letters found in the string and also understanding how to initiate it;,berry,10/9/17 13:02,13:02:40,increment numFound counter
396,20171009,HW/Project,30,I don  t understand why my if else statement is not working for part 3 of the hw,berry,10/9/17 13:09,13:09:15,needed to compare original value to original value lowercase
130,20171009,HW5,60,hw5; pt1; This time it  s not printing any result of the letters found; where do i check if it  s a capital letter and should it be the string or the letter that should be upper()?,berry,10/9/17 13:19,13:19:50,comparing lowercase and uppercase letter to index letter
130,20171009,HW5,60,hw5; pt2; for this part I almost have it done and working but i need help figuring out how to enumerate through indexes and print out all indexes the word is found;; its giving me only one,berry,10/9/17 13:43,13:43:56,told them to look into string slicing
257,20171009,HW/Project,30,On part 2 I am having trouble getting the correct index,berry,10/9/17 13:46,13:46:20,while loop only looked for 1 match instead of multiple 
112,20171009,HW5,30,hw5 part2 working on parameters confused in general,berry,10/9/17 13:51,13:51:38,understanding functions (passing in variables ; calling in main etc)
586,20171009,Concept,30,Concept of certain parts of the homework I have on;,coconut,10/9/17 14:00,14:00:06,Question about hw6-- can you use builtin functions
257,20171009,HW/Project,15,This is a problem I have on part 2 and part 5; but whenever I try to get all the words into a string and count them; it counts the individual characters instead,coconut,10/9/17 14:05,14:05:49,had total instance count OUTSIDE of while loop
555,20171009,Lab6,15,Index range error,coconut,10/9/17 14:13,14:13:19,wasn  t resetting counter
555,20171009,Lab6,15,Index range error,coconut,10/9/17 14:13,14:13:23,requested again
130,20171009,HW5,60,hw5; pt2; for this part I almost have it done and working but i need help on how to enumerate through indexes and print out all indexes the word is found;; its still giving me only one ,coconut,10/9/17 14:17,14:17:14,Wasn  t sure how to move down string with window
361,20171009,HW/Project,60,confused on how to check for a word in a phrase and print index,coconut,10/9/17 14:29,14:29:34,Wasn  t sure how to move down string with window
586,20171009,HW5,15,I have having a part with my problem for Homework 5;,coconut,10/9/17 14:43,14:43:36,was making tuples by accident
112,20171009,HW5,30,hw5 part2 slicing,coconut,10/9/17 14:51,14:51:43,Wasn  t sure how to move down string with window
361,20171009,HW/Project,60,End of list is not printing out desired answer,mango,10/9/17 15:00,15:00:28,Indexing at the wrong counter
112,20171009,HW/Project,15,hw part5 how to combine functions,mango,10/9/17 15:16,15:16:12,Question about arguments and parameters
340,20171009,Other,5,How do i delete a program?,mango,10/9/17 15:21,15:21:08,rm command
536,20171009,HW5,60,hw5_part3;py : how to use same variable in two functions,mango,10/9/17 15:22,15:22:35,function def needs to match the function call
361,20171009,HW/Project,60,Im stuck on how to implement a homework solution thought,mango,10/9/17 15:30,15:30:03,whoops; no note 
340,20171009,Concept,15,How do I use upper and lower for strings?,mango,10/9/17 15:31,15:31:25,Help with upper lower and indexing a string
536,20171009,HW/Project,15,What to put in function V;S what to put in def main():,mango,10/9/17 15:42,15:42:24,Help with parameters
340,20171009,HW/Project,5,would i put sentence into main?,mango,10/9/17 15:46,15:46:09,Help with parameters
361,20171009,HW/Project,60,Confused on while loop inside of code; and if code is correct,mango,10/9/17 15:47,15:47:46,Help with thought process   
218,20171009,HW/Project,60,Not sure how to use strings converted to numbers ,mango,10/9/17 15:55,15:55:27,Help with counting
535,20171009,HW/Project,15,I need help looking for specific letters in Part 1,daikon,10/9/17 15:59,15:59:10,trouble with the concept of counting 1 (might be fishing?)
426,20171009,Lab5,60,Lab 05- Im basically finished with my  lab; but  my user inputs are delayed by one index;,daikon,10/9/17 16:05,16:05:36,location with where the second input statement went
257,20171009,HW/Project,15,For part 3; everything works except when I exit the program (using the sentinel) it prints an error,daikon,10/9/17 16:08,16:08:17,calling a function after nothing is entered - sent her to lecture with priming reads
503,20171009,HW/Project,90,function,daikon,10/9/17 16:12,16:12:53,found functions that can  t be used
361,20171009,HW/Project,90,confused how to implement a solution,daikon,10/9/17 16:18,16:18:23,trouble with alogrithm
257,20171009,HW/Project,30,For part 5 I am trying to figure out a way to correctly get a list of all the words without the program considering every character a separate string,daikon,10/9/17 16:20,16:20:29,problem with append
569,20171009,Lab6,5,I would like to resubmit my lab #5 from last week in CMSC 201;,daikon,10/9/17 16:24,16:24:11,lab check
193,20171009,HW/Project,60,fucntions,daikon,10/9/17 16:25,16:25:28,didn  t see typo
503,20171009,HW/Project,90,stuck again,daikon,10/9/17 16:28,16:28:04,confusion about upper/lower case
535,20171009,HW/Project,15,I need a bit more help finding specific letters in Part 1,daikon,10/9/17 16:34,16:34:51,upper/lower case help
218,20171009,HW/Project,60,Not sure how to get the first letter of a word of an entered phrase equal to first letter of an entered word;,daikon,10/9/17 16:37,16:37:51,fishing
503,20171009,HW/Project,90,while loops,daikon,10/9/17 16:59,16:59:13,index out of range
257,20171009,HW/Project,30,On part 5; I am trying to get the word to print backwards using a nested while loop and there is an error,radish,10/9/17 17:03,17:03:30,Reading a string by index
292,20171009,HW/Project,90,I dont understand how to use functions; in this specific case I need to make one to count charcaters in a string; I  m assuming i cant uses ;count for it and that I need a while loop;  I  m not sure how to do that either;,radish,10/9/17 17:11,17:11:51,Needed help understanding how functions work
535,20171009,HW/Project,15,I need help looking for specific words in Part 2,radish,10/9/17 17:29,17:29:52,FInding letters
257,20171009,HW/Project,15,Part 5 is having trouble in reversing each word,radish,10/9/17 18:01,18:01:11,Working with string index looping
555,20171010,HW/Project,15,Understanding functions and how to implement in a program,iceberg lettuce,10/10/17 10:22,10:22:43,Needed help understanding Fxns and how they work 
188,20171010,HW/Project,90,For part 2; I do not understand how to differentiate between different words without using the ;split() method,iceberg lettuce,10/10/17 10:36,10:36:25,Needed help with getting the index of the repeated words
283,20171010,Concept,5,I do not understand how parameters are passed into functions; ,iceberg lettuce,10/10/17 10:46,10:46:02,Understanding passing and returnng val from fxn (logic error)
361,20171010,HW/Project,60,Confused on how to implement code,iceberg lettuce,10/10/17 10:49,10:49:32,Needed help with scoping issues for fxns
283,20171010,Lab5,30,The lab Ta told me there was a shorter way to do Lab 5; however I have not thought of it; Could someone help me figure it out?,iceberg lettuce,10/10/17 10:55,10:55:55,Needed help with lab4 logic; used multiple ifs; instead of indexing votes
376,20171010,HW/Project,15,I have a question regarding function headlines for part 1 of the homework;,eggplant,10/10/17 11:13,11:13:56,Needed clarification on how he is approaching hw5 part 1
376,20171010,HW/Project,5,"Question about error; global name"" is not defined""",eggplant,10/10/17 11:19,11:19:10,Needed clarification on how function parameters and arguements work
264,20171010,Lab6,60,lab check,eggplant,10/10/17 11:22,11:22:22,Needed lab checked off for extra point
555,20171010,HW/Project,15,Help starting hw1,eggplant,10/10/17 11:33,11:33:20,Needed some guidance on okay methods to approach part 1
376,20171010,HW/Project,15,I am not understanding why my program is splitting on a blank space even though it is suppose to split on a letter;,eggplant,10/10/17 11:38,11:38:17,nevermind
343,20171010,HW/Project,15,dont know what goes in functions,eggplant,10/10/17 11:57,11:57:57,Needed a bit of explanation behind function usage
242,20171010,HW/Project,90,Unknown error message;  Incorrect parameters when parameters are correct?,eggplant,10/10/17 12:02,12:02:19,He was passing in 3 arguements into the input function
376,20171010,HW/Project,15,I am having trouble understanding part 2;,eggplant,10/10/17 12:12,12:12:23,Having trouble understanding some of the string manipulation involved in the homework
343,20171010,HW4,15,hw4 functions,eggplant,10/10/17 12:18,12:18:54,Trouble understanding where to place print statements
437,20171010,HW/Project,30,My program is half running and I am not sure why;,eggplant,10/10/17 12:22,12:22:39,Had a great approach to the project but got confused on which string lengths to use where
376,20171010,HW/Project,15,Still having trouble understanding part 2;,eggplant,10/10/17 12:31,12:31:12,He  s overcomplicating a pretty simple task it seems
242,20171010,HW/Project,30,Print statement not executing;  No error message;,eggplant,10/10/17 12:42,12:42:18,Was using length of word instead of length -1
376,20171010,HW/Project,15,I do not understand why my code is not executing properly;,eggplant,10/10/17 12:45,12:45:55,Just needed an extra set of eyes to check for syntax errors
219,20171010,Lab6,60,I had trouble defining and calling a minimum and a maximum function; lab not finished,eggplant,10/10/17 12:49,12:49:44,Came in to get extra point on lab and clarify some questions about lab
503,20171010,HW/Project,90,method ,eggplant,10/10/17 12:53,12:53:17,Over complicating part2 of homework 5
361,20171010,HW/Project,60,while loop in the function isn  t checking input again,squash,10/10/17 13:01,13:01:49,Was returning in part 3 when they didn  t need to
224,20171010,HW/Project,60,How to keep track of an element  s index  inside of a string,squash,10/10/17 13:13,13:13:10,Suggested that they use another variable to keep track of where they found a complete match
456,20171010,HW/Project,90,The program is supposed to index every time a phrase in a string appears; but it only does it once for the last time the string in question appears;,squash,10/10/17 13:19,13:19:30,String slicing was wrong and indexed incorrectly
188,20171010,HW/Project,90,My program only runs one iteration of a nested while loop;;;,squash,10/10/17 13:30,13:30:44,student left
338,20171010,HW/Project,60,I am not sure how to use another function,squash,10/10/17 13:31,13:31:18,Showed him how functions work and how to pass in parameters
242,20171010,HW/Project,30,EXIT sentinel has no effect on loop;,squash,10/10/17 13:36,13:36:08,Suggested that he use conditional statements to check for EXIT
