Email Address,Timestamp,What do you need help with today?,What is the exact question you would like answered?,How long have you yourself already spent working on this problem or question?,,TA who helped,Time Helped,Time Waited,Notes
525,10/13/17 14:48,HW/Project,Part 5: My program doesn  t print out the words reversed,> 60 minutes,,kale,10/13/17 14:50,14:50:21,backwards stuff
130,10/13/17 14:51,HW/Project,Hw5 pt2; I need help figuring out how to traverse through the list of string and also how do i make it case insensitive? so far I only have lower case insensitive;,> 60 minutes,,olive,10/13/17 14:54,14:54:33,help with slicing in part2
115,10/13/17 14:52,HW/Project,Debugging indentation?? I hate my life;,6 - 15 minutes,,berry,10/13/17 14:55,14:55:41,doing weird indentation
176,10/13/17 14:54,HW/Project,I  m having problem with part 2 of the homework trying to find the word inside the phrase; Also; I don  t know how to start part 5;,16 - 30 minutes,,olive,10/13/17 14:58,14:58:06,re-doing hw part2
552,10/13/17 14:55,HW/Project,Return fuction,31 - 60 minutes,,kale,10/13/17 15:03,15:03:43,averaging
117,10/13/17 15:00,HW/Project,appending ,31 - 60 minutes,,olive,10/13/17 15:04,15:04:01,help with if statement in part1
224,10/13/17 15:02,HW/Project,Part 5; checking if homework fit specifications ,16 - 30 minutes,,berry,10/13/17 15:05,15:05:17,Wanted to know about coding standards
218,10/13/17 15:03,HW/Project,Having input errors for my while loop with an infinite loop,16 - 30 minutes,,berry,10/13/17 15:06,15:06:41,explaining incrementing counters and going over lists
117,10/13/17 15:10,HW/Project,appending ,31 - 60 minutes,,olive,10/13/17 15:13,15:13:18,help with part1
229,10/13/17 15:11,HW/Project,Part 5 - the while loop for printing out reversed text has index errors,> 60 minutes,,berry,10/13/17 15:15,15:15:20,indexing problem
265,10/13/17 15:14,HW/Project,In hw5_part3; my program keeps running into an infinite loop and I don  t know why;,16 - 30 minutes,,olive,10/13/17 15:17,15:17:12,not reprompting in while loop
270,10/13/17 15:19,HW/Project,"I would like clarification on output being none and no return value
also i have some uestions about functions in general ",< 5 minutes,,berry,10/13/17 15:19,15:19:39,needed clarification on whether or not they needed to return
176,10/13/17 15:21,HW/Project,I need help with part 6 of the hw I can  t find a way to add all of the numbers in order to average it;,16 - 30 minutes,,olive,10/13/17 15:21,15:21:59,things with part6
115,10/13/17 15:23,HW/Project,"Trying to figure out sentinel value as a string while input is a float; Basically; I can  t do this whole coding"" thing;""",< 5 minutes,,berry,10/13/17 15:23,15:23:36,;upper() the wrong thing
414,10/13/17 15:24,HW/Project,I am getting an error when I put in the sentinel value,16 - 30 minutes,,berry,10/13/17 15:27,15:27:58,order of input statements
218,10/13/17 15:29,HW/Project,Keep having slice indices when trying to print from a formal parameter;,31 - 60 minutes,,berry,10/13/17 15:34,15:34:14,usings string concatenation within a loop
414,10/13/17 15:39,HW/Project,How do I get my function to get my function to calculate the average,6 - 15 minutes,,berry,10/13/17 15:42,15:42:32,explaining how you cant divide a list by a number
484,10/13/17 15:52,HW/Project,im stuck; functions ,> 60 minutes,,quince,10/13/17 15:52,15:52:57,laptop died
117,10/13/17 15:53,HW/Project,print statement ;;; im stuck ,16 - 30 minutes,,quince ,10/13/17 15:54,15:54:32,going over string indexing
218,10/13/17 15:54,HW/Project,String index out of range problem;,31 - 60 minutes,,mango,10/13/17 15:58,15:58:05,Help with writing the string backwords
414,10/13/17 16:03,HW/Project,I can not figure out how to get the sum of my list,16 - 30 minutes,,mango,10/13/17 16:04,16:04:30,How to sum up to contents of a list
176,10/13/17 16:04,HW/Project,Having problems trying to add the whole word when I find the letters I want backwards;,< 5 minutes,,quince,10/13/17 16:08,16:08:11,explained function details 
117,10/13/17 16:08,HW/Project,print statement ;;; im stuck ,6 - 15 minutes,,mango,10/13/17 16:08,16:08:47,Help with reversing strings
218,10/13/17 16:09,HW/Project,Trouble with printing backwards function for each string and for correct punctuation not reading elif for part 3;,31 - 60 minutes,,quince,10/13/17 16:15,16:15:45,explained that fxn needs to handle list 
552,10/13/17 16:09,HW/Project,reversing strings,16 - 30 minutes,,quince,10/13/17 16:12,16:12:14,string concat
271,10/13/17 16:12,HW/Project,My program is not finding a word correctly in a phrase,16 - 30 minutes,,mango,10/13/17 16:18,16:18:39,Help with word not being found; helped someone with office hour form for a while
463,10/13/17 16:19,HW/Project,CS 201; hw5_part1; I  m not quite sure what  s wrong with my code; it  s supposed to count the chars in a string given but all it  s doing is taking in the string and char and not giving anything else out;,< 5 minutes,,quince,10/13/17 16:24,16:24:13,explained how to pass fxns
176,10/13/17 16:21,HW/Project,Im having problem trying to reverse the letters for part 5;,6 - 15 minutes,,quince,10/13/17 16:44,16:44:12,logic errors
117,10/13/17 16:26,HW/Project,reversing statement ,31 - 60 minutes,,quince,10/13/17 16:51,16:51:38,board help
552,10/13/17 16:29,HW/Project,reverse string,31 - 60 minutes,,quince,10/13/17 16:51,16:51:38,board help 
218,10/13/17 16:32,HW/Project,While nest error;,> 60 minutes,,mango,10/13/17 16:37,16:37:30,help with weird nested loop; had to split between main and function
271,10/13/17 16:40,HW/Project,My program will not evaluate checkCapital() and checkPunctuation() at the same time; checkCapital() is also evaluating it incorrectly even at index(0),6 - 15 minutes,,mango,10/13/17 16:46,16:46:10,when to reprompt for new string 
116,10/13/17 16:43,HW/Project,Calling functions in if statements,6 - 15 minutes,,cacao,10/13/17 16:46,16:46:51,not doing the hw right; running into short circuiting problems
117,10/13/17 16:47,HW/Project,reversing statement ,16 - 30 minutes,,mango,10/13/17 16:52,16:52:28,Help with printing on one line
463,10/13/17 16:59,HW/Project,*specifically requesting Neary* How do you copy if the file to be copied is in another directory?,< 5 minutes,,,,,office hours over
257,10/16/17 13:04,Lab,For Lab 7; the list is not being read in the way I expected,6 - 15 minutes,,berry,10/16/17 13:05,13:05:05,understanding the difference between myList[n] and myList[n][m]
257,10/16/17 13:24,Lab,There is a problem with appending the secret list and printing out all the secret messages,6 - 15 minutes,,berry,10/16/17 13:26,13:26:11,using string concatenation instead of appending to a list
516,10/16/17 13:37,HW/Project,Question about why points were taken off for hw3 and need review with a debugging problem;,6 - 15 minutes,,eggplant,10/16/17 13:38,13:38:27,Explained to her where she lost points and how to look at the problme for future reference;
361,10/16/17 14:23,Lab,Confused on decoder function,31 - 60 minutes,,pepper,10/16/17 14:27,14:27:59,Confused on parameters
283,10/16/17 14:25,Lab,My code says that the list has no attribute join?,< 5 minutes,,pepper,10/16/17 14:30,14:30:32,nevermind
549,10/16/17 14:32,Lab,lab7 on the concept of pulling the capital letter inside the element of a list,6 - 15 minutes,,pepper,10/16/17 14:32,14:32:54,Needed help understanding 2D lists
361,10/16/17 14:36,Lab,Stuck on finding the uppercase letter and storing it to a list,31 - 60 minutes,,pepper,10/16/17 14:45,14:45:14,Needed help understanding 2D lists
283,10/16/17 14:54,HW/Project,One of the copy functions that cacao gave us doesn  t appear to exist;,< 5 minutes,,pepper,10/16/17 14:56,14:56:28,Copied copy command wrong
338,10/16/17 14:56,Lab,I am not sure how to start,6 - 15 minutes,,mango,10/16/17 14:58,14:58:47,Help with understanding the file structure
549,10/16/17 14:57,Lab,lab7 not building the string properly or not printing at all,6 - 15 minutes,,pepper,10/16/17 14:59,14:59:09,Needed to restart counter within first while loop
338,10/16/17 15:13,Lab,How to add two different list together?,6 - 15 minutes,,mango,10/16/17 15:13,15:13:38,Help with 2-D list
271,10/16/17 15:23,Lab,I do not see where msgList is defined when given msg1 msg2 and msg3,< 5 minutes,,mango,10/16/17 15:23,15:23:28,Question with parameter and argument name matching
338,10/16/17 15:31,Lab,how to add two different string together,6 - 15 minutes,,mango,10/16/17 15:31,15:31:41,string concat
271,10/16/17 15:36,Lab,How to implement a 2D list vs a regular list ,6 - 15 minutes,,mango,10/16/17 15:37,15:37:23,Iterating through a 2-D list
190,10/16/17 16:54,Lab,My code is running blank unsure why ,6 - 15 minutes,,radish,10/16/17 16:58,16:58:04,Needed help with double indexing
362,10/16/17 17:23,Concept,need to understand the concept of Boolean flags,6 - 15 minutes,,yam,10/16/17 17:32,17:32:30,Didn  t understand why you would assume boolean flag as true or false
246,10/16/17 17:41,Lab,Error that I don  t understand,6 - 15 minutes,,radish,10/16/17 17:42,17:42:08,Needed help with double indexing
283,10/17/17 10:30,HW/Project,I  m having trouble understanding what cacao  s make 2D list of songs outputs in relation to what I need to code; ,16 - 30 minutes,,iceberg lettuce,10/17/17 10:30,10:30:21,Didn  t understand proj 1 instructions
543,10/17/17 10:39,HW/Project,I don  t understand what design document is,< 5 minutes,,iceberg lettuce,10/17/17 10:41,10:41:59,Didn  t understand Design Document
456,10/17/17 10:46,Lab,My program only prints one letter from one word;,> 60 minutes,,iceberg lettuce,10/17/17 10:46,10:46:54,not here
376,10/17/17 10:49,HW/Project,I want what the design document is asking to be clarified;,< 5 minutes,,iceberg lettuce,10/17/17 10:49,10:49:22,Design Document 
283,10/17/17 10:50,HW/Project,How does the 2D function read in the file name?,< 5 minutes,,iceberg lettuce,10/17/17 10:53,10:53:23,Design Document 
340,10/17/17 11:58,Concept,I  m confused about what you can and can  t do to a 2D list opposed to a regular list;,6 - 15 minutes,,kale,10/17/17 11:58,11:58:28,2d list stuff
543,10/17/17 11:59,HW/Project,I need to ask some questions about the project,16 - 30 minutes,,eggplant,10/17/17 12:01,12:01:51,Needed help understanding how 2D lists and some overall project objectives
114,10/17/17 12:02,Lab,I do not understand how to use 2D lists to check if each letter in a string is uppercase; Mostly confused on how to check if it is uppercase; ,16 - 30 minutes,,kale,10/17/17 12:05,12:05:55,decoder
343,10/17/17 12:06,Lab,dont know how to identify capitalized letters in a string,6 - 15 minutes,,eggplant,10/17/17 12:08,12:08:08,Help with finding capital letters in a string
362,10/17/17 12:23,HW/Project,confuse about opening Dr Gibson directory,6 - 15 minutes,,eggplant,10/17/17 12:23,12:23:37,Needed help copying files from Gibson  s directory
343,10/17/17 12:38,Lab,cannot get capital letters from string,16 - 30 minutes,,eggplant,10/17/17 12:38,12:38:24,Needed help with getting the sublist
358,10/17/17 13:42,Lab,I was just to run my thought process on doing the lab to figure out if I  m in the right berryh; ,6 - 15 minutes,,squash,10/17/17 13:42,13:42:51,Helped them with the online lab
361,10/17/17 14:28,HW/Project,confused on function get valid input,31 - 60 minutes,,tomatillo ,10/17/17 14:29,14:29:14,Helped them with understanding the validINput function 
361,10/17/17 15:07,HW/Project,Confused on getvalidinput function in project,> 60 minutes,,tomatillo ,10/17/17 15:07,15:07:22,Still had a tough time understanding the   Prompt   argument 
130,10/17/17 15:09,Lab,lab07; How do i check for caps in a list of strings? and also to print out just the caps; mine is printing the whole list with the brackets in it,31 - 60 minutes,,mango,10/17/17 15:10,15:10:49,Question about how to iderate through a 2-D list
543,10/17/17 15:19,HW/Project,I don  t understand if the input validation function is necessary,16 - 30 minutes,,tomatillo ,10/17/17 15:19,15:19:53,Trouble with the idea of prompt
503,10/17/17 15:24,HW/Project,function ,> 60 minutes,,nectarine,10/17/17 15:25,15:25:49,display option options can be hardcoded into a list
130,10/17/17 15:33,Lab,lab06; just needs checking and a slight fix,> 60 minutes,,nectarine,10/17/17 15:34,15:34:22,got it
361,10/17/17 15:34,HW/Project,getting error message of literal for int() with base 10,> 60 minutes,,tomatillo ,10/17/17 15:34,15:34:46,not sure how to handel the return value from getValidInput()
130,10/17/17 15:45,Lab,lab07; I was able to figure the syntax out and what  s needed but now im stuck at an infinite loop,31 - 60 minutes,,mango,10/17/17 15:45,15:45:48,2-D List stuff
503,10/17/17 15:56,HW/Project,iterative function; functions in functions ,> 60 minutes,,tomatillo ,10/17/17 15:56,15:56:52,getValidInput
543,10/17/17 16:07,HW/Project,the while loop in my getValidInput function is not updating,6 - 15 minutes,,ugli fruit,10/17/17 16:10,16:10:02,Directed student to lecture 13 for help
361,10/17/17 16:26,HW/Project,confused on what colToString function does in proj1,> 60 minutes,,tomatillo ,10/17/17 16:27,16:27:14,Was confused about getValidInput
503,10/17/17 16:27,HW/Project,Multiple functions related to same type ,> 60 minutes,,pepper,10/17/17 16:27,16:27:41,Was confused about getValidInput
361,10/17/17 16:49,HW/Project,confused how to code function colToString,> 60 minutes,,pepper,10/17/17 16:49,16:49:47,confused on colToString func
503,10/17/17 16:53,HW/Project,"get rid of  - ""  """,> 60 minutes,,pepper,10/17/17 16:54,16:54:08,"Was using end =  - ""; needed to add a conditional statement"""
361,10/17/17 17:28,HW/Project,confused on how to code colToString function ,> 60 minutes,,ugli fruit,10/17/17 17:28,17:28:24,Pretty much had it right; just had to clarify diff btw args and parameters
233,10/18/17 10:01,Lab,error,31 - 60 minutes,,watermelon,10/18/17 10:03,10:03:19,explained the attribute error (on lists) when using `myList;upper()`
555,10/18/17 10:09,Lab,Help starting lab,6 - 15 minutes,,fiddlehead,10/18/17 10:10,10:10:47,helped come up with a strategy for the lab
283,10/18/17 10:23,HW/Project,I am not sure if I have done the design correctly; ,> 60 minutes,,watermelon,10/18/17 10:23,10:23:35,checked student  s design; verified that format was correct
257,10/18/17 10:30,Concept,I am having a little trouble with the concept of Boolean Flags,16 - 30 minutes,,fiddlehead,10/18/17 10:34,10:34:01,explained boolean flags 
555,10/18/17 10:34,Lab,Help with while loop for lab,6 - 15 minutes,,watermelon,10/18/17 10:36,10:36:20,guided explaination of while loop structure for lab07
543,10/18/17 10:37,Lab,I can  t find Lab 7 and I need to ask some questions about the project,16 - 30 minutes,,fiddlehead,10/18/17 10:38,10:38:33,Explained parts of the projects
233,10/18/17 10:38,Lab,printing list like string,16 - 30 minutes,,fiddlehead,10/18/17 10:45,10:45:49,helped understand concatonation
358,10/18/17 11:01,Concept,Trying to understand how passing formal parameters work,6 - 15 minutes,,quince,10/18/17 11:01,11:01:51,concept walkthrough 
